"Avg_mode_power","Star Rating Index"
35.4,"5.017184873170333"
198,"3.0007306870974766"
94,"4.13392447306466"
113,"4.1175971780535745"
94.43,"4.510387582760489"
94.43,"4.510387582760489"
73,"4.029236682652612"
119,"5.286995341885052"
157,"5.277816565063631"
79.33,"5.533270548071191"
51.12,"5.070989554548221"
67.75,"5.262234775592492"
63.89,"6.07137929764316"
82.49,"6.505049671825857"
61.3,"5.6243875937263965"
61.3,"5.6243875937263965"
127.69,"5.590102405040369"
127.69,"5.590102405040369"
180.5,"5.314428217252791"
223.7,"4.164307185848597"
72.57,"5.68732845585714"
72.57,"5.68732845585714"
77,"3.8026906818154727"
93,"4.186034596465652"
114,"4.08539521829021"
145,"4.405453871887269"
165,"5.054540009525431"
63,"4.527878970799845"
63,"4.527878970799845"
77,"4.689905816504032"
77,"4.689905816504032"
95,"4.904594324171205"
95,"4.904594324171205"
